customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,transaction_id,transaction_date,product_id,product_category,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,avg_purchase_value,purchase_frequency,last_purchase_date,avg_discount_used,preferred_store,online_purchases,in_store_purchases,avg_items_per_transaction,avg_transaction_value,total_returned_items,total_returned_value,total_sales,total_transactions,total_items_purchased,total_discounts_received,avg_spent_per_category,max_single_purchase_value,min_single_purchase_value,product_name,product_brand,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,promotion_id,promotion_type,promotion_start_date,promotion_end_date,promotion_effectiveness,promotion_channel,promotion_target_audience,customer_zip_code,customer_city,customer_state,store_zip_code,store_city,store_state,distance_to_store,holiday_season,season,weekend,customer_support_calls,email_subscriptions,app_usage,website_visits,social_media_engagement,days_since_last_purchase
991,22,Female,Low,Yes,7,No,Divorced,1,Master's,Employed,219749,2020-10-26 03:00:17,9705,Groceries,7,845.53,0.13,Debit Card,Location D,7,Sunday,36,2,189.34,Monthly,2021-03-11 09:25:22,0.14,Location A,87,31,4.09,51.88,6,865.58,9554.56,27,425,646.37,771.48,570.99,2.24,Product A,Brand X,3.3,942,27,0.36,Medium,8.81,Red,Glass,2018-07-29 01:15:04,2022-07-19 20:22:02,160,576,Flash Sale,2021-08-04 05:38:09,2022-08-13 22:36:06,High,Online,Returning Customers,22536,City C,State Z,96790,City D,State Y,39.84,Yes,Winter,No,6,No,Low,26,High,19
992,72,Female,Low,No,3,No,Single,1,Master's,Unemployed,122263,2021-05-19 02:51:18,2861,Electronics,4,552.21,0.39,Mobile Payment,Location D,16,Sunday,19,5,260.36,Weekly,2021-10-13 13:46:38,0.11,Location A,95,89,8.01,119.82,6,208.57,9603.77,48,180,315.64,652.52,691.0,7.8,Product C,Brand Y,1.1,742,15,0.47,Small,0.74,White,Metal,2018-05-03 03:03:08,2023-11-05 20:48:42,157,47,Buy One Get One Free,2021-06-16 18:11:24,2022-05-07 17:12:54,Low,In-store,New Customers,47931,City B,State X,65980,City B,State Z,48.62,Yes,Fall,Yes,19,Yes,Low,24,Medium,362
993,73,Other,Low,Yes,3,No,Married,2,PhD,Retired,368097,2020-01-16 15:38:49,4945,Groceries,2,271.25,0.08,Mobile Payment,Location A,22,Thursday,2,2,27.05,Daily,2021-01-11 13:00:30,0.38,Location B,91,59,3.52,404.84,5,583.3,3938.74,26,377,784.18,230.78,652.56,9.25,Product C,Brand X,4.4,204,41,0.11,Small,2.39,Black,Glass,2018-10-26 17:46:58,2022-05-25 09:38:09,160,234,20% Off,2021-02-08 18:59:44,2022-05-07 21:15:17,Medium,In-store,New Customers,62942,City B,State Y,36906,City D,State Z,85.8,Yes,Fall,No,18,Yes,Medium,63,Medium,321
994,50,Other,Low,No,5,Yes,Divorced,2,Bachelor's,Retired,584148,2021-05-12 03:03:02,2687,Groceries,3,821.34,0.1,Credit Card,Location C,21,Monday,36,1,22.96,Monthly,2021-04-16 13:03:02,0.49,Location C,36,19,7.83,282.35,7,287.56,5358.89,70,373,670.66,289.13,115.97,0.67,Product D,Brand Y,1.2,531,46,0.45,Medium,8.44,Blue,Wood,2018-12-28 04:37:09,2022-03-15 17:49:02,227,14,Flash Sale,2021-09-17 12:09:09,2022-02-06 20:29:05,High,Social Media,Returning Customers,73175,City A,State Y,93447,City C,State X,4.42,Yes,Winter,No,7,Yes,High,14,Medium,173
995,71,Male,Low,Yes,7,No,Divorced,2,Bachelor's,Self-Employed,313038,2020-03-22 07:45:08,4136,Toys,1,364.08,0.05,Mobile Payment,Location A,18,Sunday,34,7,486.33,Daily,2021-05-16 19:49:19,0.48,Location D,7,8,6.98,313.6,5,41.39,3978.03,20,415,120.32,669.77,844.48,7.61,Product D,Brand X,3.0,281,2,0.47,Medium,6.31,Black,Plastic,2019-08-24 04:11:40,2022-01-29 20:27:30,361,96,Buy One Get One Free,2021-11-30 23:39:19,2022-06-05 15:02:49,Low,In-store,Returning Customers,10938,City A,State X,94753,City B,State Z,91.73,No,Summer,No,4,No,Medium,55,Medium,295
996,18,Male,High,No,6,Yes,Divorced,3,High School,Employed,490328,2021-12-17 05:32:43,1682,Toys,6,985.64,0.41,Mobile Payment,Location A,22,Thursday,34,2,89.81,Monthly,2021-01-24 16:42:06,0.06,Location D,56,79,9.49,229.23,4,155.33,9543.07,54,323,885.62,121.92,873.73,2.23,Product D,Brand Z,2.7,554,19,0.05,Small,8.03,Green,Glass,2018-02-11 12:38:55,2022-02-04 01:09:33,151,119,20% Off,2021-04-09 02:40:21,2022-07-12 12:05:48,Low,In-store,New Customers,78021,City D,State Y,76279,City C,State X,28.01,No,Winter,No,3,No,High,97,High,55
997,35,Male,High,No,5,Yes,Single,3,High School,Self-Employed,280950,2020-09-12 00:22:54,8813,Toys,3,3.87,0.26,Credit Card,Location C,13,Wednesday,12,6,32.58,Daily,2021-02-21 20:19:13,0.22,Location C,58,77,3.72,469.68,8,349.78,6081.52,29,370,728.69,421.28,531.16,4.28,Product D,Brand X,2.2,77,43,0.41,Small,1.06,Blue,Plastic,2019-07-03 08:34:58,2023-12-06 06:49:24,191,571,Buy One Get One Free,2021-02-28 19:41:08,2022-10-02 14:56:28,Low,In-store,New Customers,15007,City B,State Y,41384,City D,State Z,69.44,Yes,Spring,Yes,3,No,High,57,Medium,164
998,49,Male,Low,Yes,7,No,Single,2,Bachelor's,Unemployed,612993,2020-12-23 00:49:12,3485,Toys,1,570.28,0.07,Cash,Location C,23,Saturday,22,4,303.08,Yearly,2021-03-16 04:34:56,0.47,Location B,58,68,9.05,373.78,8,424.76,6291.69,13,335,963.36,317.11,227.39,4.03,Product A,Brand Z,2.6,924,61,0.23,Medium,5.24,Blue,Plastic,2019-12-05 23:00:51,2023-08-12 04:54:37,339,230,Buy One Get One Free,2021-07-24 08:26:51,2022-01-12 03:45:15,High,Social Media,New Customers,62154,City C,State Z,80807,City B,State X,96.17,Yes,Winter,No,5,Yes,High,9,High,197
999,64,Female,Low,No,0,No,Divorced,0,Master's,Unemployed,421279,2020-04-23 12:38:56,9614,Electronics,4,374.85,0.21,Credit Card,Location A,23,Monday,28,11,313.17,Monthly,2021-07-28 05:49:25,0.22,Location D,51,95,9.06,320.22,3,42.13,3601.41,72,151,37.1,744.24,532.88,1.33,Product C,Brand Z,1.2,818,29,0.44,Large,6.28,Black,Metal,2019-06-27 05:04:26,2023-01-28 00:04:08,22,63,20% Off,2021-06-30 02:00:57,2022-02-17 14:05:06,Medium,Social Media,Returning Customers,59028,City A,State Z,81700,City C,State X,68.42,Yes,Winter,Yes,3,Yes,High,61,High,41
1000,66,Male,Low,Yes,1,Yes,Single,4,Master's,Retired,749960,2021-12-09 18:52:12,6854,Toys,4,980.94,0.38,Cash,Location D,22,Saturday,50,2,391.12,Daily,2021-04-24 11:29:18,0.23,Location A,21,44,4.9,89.65,3,551.24,7508.73,37,463,706.14,645.57,932.61,3.13,Product D,Brand X,1.4,813,20,0.45,Small,1.37,White,Glass,2018-11-06 15:05:24,2023-09-22 11:53:18,284,628,Buy One Get One Free,2021-01-31 13:14:29,2022-07-08 00:21:14,Medium,Social Media,New Customers,35386,City A,State Y,28458,City B,State Y,31.47,No,Summer,No,15,Yes,Medium,11,High,239
1001,28,Female,Medium,No,2,No,Married,1,Bachelor's,Retired,224174,2020-02-07 17:54:40,3401,Clothing,4,346.01,0.04,Credit Card,Location A,14,Wednesday,2,1,63.2,Yearly,2021-02-19 22:29:12,0.1,Location D,72,58,4.04,337.28,4,330.63,699.67,3,438,671.55,728.81,808.7,9.55,Product D,Brand Y,1.5,449,33,0.22,Medium,7.44,Blue,Metal,2019-10-11 16:05:59,2022-12-04 07:45:39,241,502,20% Off,2021-09-19 02:08:07,2022-11-18 18:42:58,Medium,Social Media,New Customers,94686,City A,State X,71563,City C,State Y,99.05,Yes,Summer,No,4,No,High,87,Low,277
1002,38,Female,High,Yes,2,No,Divorced,3,PhD,Retired,487098,2020-12-10 11:13:55,5840,Electronics,5,918.14,0.44,Mobile Payment,Location C,11,Thursday,37,10,428.25,Weekly,2021-10-10 16:26:25,0.3,Location A,73,7,3.41,323.87,6,431.8,6503.76,88,116,645.0,54.9,380.68,2.49,Product B,Brand Y,3.3,946,95,0.3,Medium,0.33,Black,Wood,2018-04-02 05:09:27,2023-06-07 07:48:56,192,41,20% Off,2021-04-19 19:58:27,2022-09-16 10:03:11,High,Online,Returning Customers,87233,City B,State X,81133,City B,State Z,32.94,Yes,Summer,No,18,No,Medium,84,High,153
1003,43,Other,High,No,1,Yes,Divorced,0,PhD,Retired,191176,2021-01-13 18:42:36,7698,Groceries,2,972.88,0.42,Debit Card,Location C,23,Friday,40,1,222.5,Monthly,2021-05-08 08:57:39,0.12,Location C,74,21,1.89,398.13,1,202.7,8662.41,53,77,890.89,78.65,922.0,9.54,Product C,Brand Z,1.6,400,90,0.11,Large,6.72,White,Glass,2019-05-21 14:09:34,2023-07-11 16:06:52,174,724,Buy One Get One Free,2021-06-07 23:11:37,2022-06-25 03:11:45,Medium,In-store,Returning Customers,66022,City D,State X,63431,City B,State X,16.93,Yes,Summer,No,17,No,Low,40,Medium,208
1004,42,Female,Medium,No,5,No,Single,1,PhD,Unemployed,546367,2020-09-17 11:36:44,6017,Furniture,8,715.51,0.11,Cash,Location D,3,Tuesday,18,3,157.45,Weekly,2021-10-06 21:39:32,0.09,Location A,79,71,8.04,229.98,1,489.36,1793.12,67,54,520.48,614.58,598.28,1.39,Product C,Brand X,4.5,801,56,0.0,Small,0.48,Blue,Glass,2018-07-29 08:21:04,2023-05-03 13:59:09,362,732,Buy One Get One Free,2021-07-01 16:10:06,2022-06-27 03:49:16,Medium,Online,New Customers,75113,City C,State Y,98497,City B,State X,30.67,Yes,Spring,No,9,No,Low,44,Medium,167
1005,39,Male,Low,Yes,6,No,Married,1,Bachelor's,Employed,157678,2020-04-18 05:07:12,670,Furniture,2,19.54,0.2,Credit Card,Location A,5,Wednesday,11,3,21.03,Yearly,2021-02-12 10:17:37,0.44,Location D,13,98,2.71,279.16,8,585.45,5501.34,36,275,880.23,307.71,382.89,5.19,Product D,Brand Z,1.2,182,66,0.21,Large,3.49,White,Glass,2018-11-05 22:45:01,2023-06-17 07:17:24,284,818,Flash Sale,2021-08-04 09:48:57,2022-07-14 19:28:15,Medium,Online,Returning Customers,65852,City C,State Y,78616,City D,State X,53.62,No,Spring,No,10,Yes,High,38,High,165
1006,76,Other,Medium,Yes,2,No,Married,4,Bachelor's,Employed,570568,2021-12-15 04:23:00,761,Groceries,4,450.18,0.37,Mobile Payment,Location C,4,Monday,32,2,364.39,Daily,2021-05-26 12:52:45,0.38,Location A,9,74,2.4,430.21,9,751.25,3744.4,92,142,571.46,787.05,467.67,9.71,Product C,Brand Y,4.6,737,72,0.07,Large,0.52,Green,Metal,2018-05-20 03:26:36,2023-12-25 06:24:24,77,282,20% Off,2021-05-08 00:45:30,2022-09-19 23:04:54,Low,Social Media,Returning Customers,22198,City D,State Z,84167,City B,State Y,68.87,No,Summer,Yes,9,Yes,Low,98,Medium,291
1007,44,Female,Medium,Yes,5,Yes,Divorced,0,Bachelor's,Employed,431793,2021-03-25 08:13:55,8351,Clothing,2,132.71,0.2,Cash,Location A,22,Thursday,18,9,463.17,Weekly,2021-09-30 20:49:22,0.39,Location A,13,61,7.74,146.74,0,877.32,2343.88,16,445,459.96,332.95,378.26,7.89,Product B,Brand X,1.4,360,27,0.42,Large,2.22,Blue,Wood,2019-11-28 08:10:00,2022-01-30 07:05:46,298,860,20% Off,2021-03-03 01:41:02,2022-04-03 03:23:23,Low,Online,Returning Customers,12385,City D,State Y,94658,City A,State X,24.07,No,Fall,No,19,No,Medium,11,High,268
1008,66,Other,Low,No,8,No,Married,4,Bachelor's,Retired,845917,2020-11-28 11:28:37,5941,Electronics,3,393.52,0.27,Mobile Payment,Location A,18,Monday,23,9,86.66,Weekly,2021-12-15 08:58:06,0.42,Location B,89,48,7.54,347.14,6,548.2,5294.44,39,487,676.31,700.88,501.2,0.65,Product C,Brand Y,3.0,710,68,0.46,Small,0.36,Black,Wood,2018-05-12 03:41:52,2022-01-12 01:51:59,363,317,Flash Sale,2021-10-17 00:13:10,2022-10-17 09:42:31,High,Online,New Customers,63851,City D,State X,81493,City C,State Z,93.24,No,Spring,No,11,Yes,Low,83,High,6
1009,30,Female,Low,Yes,8,No,Single,4,High School,Employed,279954,2020-04-13 02:57:10,8035,Electronics,4,786.35,0.06,Credit Card,Location B,3,Monday,25,1,276.92,Daily,2021-12-29 01:32:17,0.05,Location A,15,90,3.94,225.14,3,436.27,3409.43,70,324,277.68,408.91,193.87,2.18,Product D,Brand Z,3.0,114,46,0.03,Large,6.45,Black,Plastic,2018-01-21 01:57:46,2023-05-12 14:41:41,321,333,Flash Sale,2021-02-09 10:35:07,2022-04-26 18:41:39,Medium,Social Media,New Customers,21996,City D,State Z,81882,City A,State Z,31.78,No,Fall,No,17,No,Medium,51,Medium,158
1010,50,Other,Low,Yes,3,No,Divorced,4,Bachelor's,Employed,118330,2020-02-12 16:29:17,4102,Furniture,3,742.09,0.38,Credit Card,Location B,3,Monday,34,2,305.96,Weekly,2021-07-19 01:04:00,0.11,Location B,5,20,7.14,431.04,8,362.81,3516.49,63,355,935.21,307.42,649.32,5.82,Product D,Brand X,2.5,589,18,0.09,Small,7.4,Blue,Metal,2019-01-08 08:49:42,2023-03-01 13:24:16,226,103,Buy One Get One Free,2021-10-08 21:19:23,2022-01-27 04:31:38,Low,Online,New Customers,46486,City C,State X,16112,City B,State Y,79.43,Yes,Winter,No,19,Yes,Low,17,Low,345
1011,51,Female,Medium,No,1,Yes,Single,1,PhD,Employed,913224,2020-02-08 03:18:01,7814,Groceries,4,515.55,0.03,Debit Card,Location A,10,Wednesday,32,2,379.25,Monthly,2021-01-08 22:46:30,0.09,Location C,31,8,9.65,210.66,3,912.46,9356.25,30,132,357.54,471.12,890.33,2.93,Product B,Brand Y,4.4,430,1,0.38,Small,6.09,Green,Glass,2018-07-19 05:03:04,2023-06-21 08:16:26,93,612,Flash Sale,2021-02-05 19:36:29,2022-01-21 23:42:35,Medium,Social Media,New Customers,56029,City D,State Z,51083,City C,State Z,43.47,Yes,Fall,Yes,16,No,Medium,68,Low,346
1012,58,Other,Medium,No,0,Yes,Divorced,3,High School,Self-Employed,879975,2021-07-01 19:39:27,7119,Furniture,2,420.2,0.2,Credit Card,Location C,11,Wednesday,41,11,66.88,Weekly,2021-02-28 17:39:22,0.17,Location D,88,33,2.41,441.32,7,460.06,3244.91,64,208,139.94,211.57,507.83,0.58,Product A,Brand X,1.0,920,15,0.39,Small,2.16,Blue,Wood,2019-08-20 10:06:51,2022-03-26 05:16:21,241,159,Flash Sale,2021-07-03 03:24:03,2022-07-18 09:14:09,Low,In-store,Returning Customers,93954,City C,State Z,97298,City A,State X,49.41,Yes,Winter,Yes,15,No,High,66,Medium,237
1013,52,Other,Medium,No,8,Yes,Single,4,PhD,Retired,575478,2021-05-03 18:15:07,3656,Toys,5,368.74,0.26,Cash,Location A,20,Wednesday,6,1,495.49,Weekly,2021-09-11 16:16:12,0.01,Location A,46,93,7.05,231.22,9,355.98,2534.38,61,285,13.26,456.07,903.35,8.17,Product C,Brand Y,2.5,21,86,0.07,Large,4.76,Blue,Metal,2018-11-24 12:26:18,2022-05-12 20:44:04,246,950,20% Off,2021-10-31 17:23:41,2022-09-24 19:07:51,Medium,In-store,New Customers,81143,City B,State X,80597,City C,State X,51.38,No,Spring,No,11,No,Low,20,High,80
1014,18,Female,Medium,Yes,3,Yes,Married,2,PhD,Unemployed,415140,2020-05-12 19:16:36,1613,Furniture,7,170.78,0.09,Cash,Location A,23,Saturday,9,12,245.79,Weekly,2021-10-06 10:04:46,0.02,Location B,3,21,3.23,468.98,8,79.82,2561.69,38,117,405.01,98.05,202.54,7.03,Product A,Brand Z,4.9,153,89,0.41,Small,4.72,Black,Plastic,2019-08-08 08:02:42,2023-06-21 15:23:05,46,322,Flash Sale,2021-03-12 04:41:24,2022-10-15 00:17:47,High,Social Media,New Customers,22587,City C,State Z,89891,City D,State Y,57.83,No,Winter,No,16,No,Medium,83,Medium,303
1015,38,Other,High,Yes,7,Yes,Divorced,2,PhD,Unemployed,666311,2021-03-22 02:41:00,5452,Groceries,8,754.0,0.2,Debit Card,Location D,1,Wednesday,30,4,409.53,Yearly,2021-06-01 05:44:37,0.29,Location B,28,89,2.33,275.76,4,758.64,2921.89,46,497,691.34,854.94,896.32,1.9,Product D,Brand Y,3.4,297,92,0.36,Large,4.92,White,Glass,2018-08-12 03:12:58,2023-05-25 05:56:30,265,654,Flash Sale,2021-08-29 04:55:47,2022-01-23 08:38:30,Medium,In-store,Returning Customers,55961,City D,State X,10357,City B,State Z,39.52,Yes,Winter,Yes,4,Yes,Medium,71,High,298
1016,65,Other,Medium,No,8,Yes,Married,0,Bachelor's,Unemployed,305970,2021-04-12 21:20:03,1164,Electronics,6,941.4,0.19,Cash,Location B,12,Wednesday,45,7,328.56,Daily,2021-05-21 13:12:12,0.33,Location C,45,46,4.71,311.64,9,644.75,7146.56,80,328,157.56,846.79,418.22,0.17,Product C,Brand Z,2.4,961,58,0.25,Small,6.04,Black,Wood,2019-11-12 07:43:04,2023-07-23 20:39:46,191,343,20% Off,2021-02-06 12:30:11,2022-07-20 00:20:12,High,In-store,Returning Customers,77721,City C,State X,24413,City B,State Z,66.65,No,Summer,No,8,Yes,Medium,16,Low,51
1017,72,Other,High,Yes,0,No,Divorced,3,Master's,Employed,479000,2021-04-23 03:51:28,582,Furniture,9,547.11,0.07,Mobile Payment,Location D,7,Sunday,27,6,198.22,Daily,2021-02-24 02:34:23,0.2,Location D,95,59,9.8,13.05,3,700.11,8160.55,37,464,300.85,311.7,229.62,8.58,Product C,Brand X,1.7,758,5,0.09,Small,8.85,White,Glass,2019-04-19 22:33:31,2023-12-21 12:50:07,320,235,Buy One Get One Free,2021-01-01 07:37:23,2022-01-16 09:39:57,High,In-store,Returning Customers,70472,City D,State Y,26931,City C,State Y,86.3,Yes,Fall,No,13,Yes,Low,9,Medium,216
1018,23,Other,Medium,Yes,8,No,Divorced,3,High School,Employed,287269,2020-02-03 22:11:59,8017,Furniture,9,599.53,0.1,Cash,Location B,3,Sunday,42,10,268.57,Yearly,2021-03-01 22:51:19,0.48,Location B,66,34,3.4,390.94,0,956.1,9280.38,86,275,728.8,371.28,377.55,1.32,Product B,Brand Y,4.7,52,60,0.03,Large,4.89,Red,Glass,2018-08-12 09:06:14,2022-10-05 13:47:24,234,883,20% Off,2021-12-13 23:37:29,2022-05-10 14:54:31,High,In-store,New Customers,53142,City C,State X,99351,City D,State X,72.43,No,Summer,No,10,No,Low,70,Medium,338
1019,45,Female,Medium,No,7,Yes,Divorced,3,Bachelor's,Self-Employed,237087,2020-12-30 03:20:10,1967,Toys,8,758.5,0.33,Debit Card,Location B,5,Thursday,12,2,221.75,Yearly,2021-05-11 07:45:43,0.49,Location C,41,74,8.58,305.27,5,188.02,1944.01,96,175,771.95,545.93,356.38,7.18,Product B,Brand Y,4.2,723,28,0.25,Large,8.61,White,Metal,2018-10-09 06:21:05,2023-05-22 21:36:35,181,805,Flash Sale,2021-07-18 23:40:51,2022-04-20 03:22:21,High,In-store,New Customers,61695,City A,State Y,50097,City B,State Y,19.8,No,Winter,No,0,No,Medium,96,Low,63
1020,34,Other,Medium,No,9,No,Married,3,PhD,Retired,307275,2021-11-22 18:06:00,1803,Furniture,2,876.84,0.48,Mobile Payment,Location D,22,Wednesday,21,2,179.1,Daily,2021-02-13 01:48:02,0.19,Location C,57,21,8.67,155.79,1,194.86,2451.87,86,293,346.08,322.04,833.21,3.94,Product D,Brand X,2.1,465,90,0.06,Medium,9.64,Blue,Wood,2019-03-10 22:41:57,2022-01-18 16:46:50,341,706,Flash Sale,2021-12-06 17:44:34,2022-01-26 18:49:49,Medium,Online,New Customers,40818,City C,State Z,50261,City B,State Z,98.93,Yes,Spring,No,3,No,Low,90,Low,275
1021,22,Male,Low,Yes,3,No,Divorced,3,High School,Unemployed,727097,2020-06-02 09:27:36,1275,Electronics,4,103.82,0.28,Cash,Location D,23,Wednesday,32,2,443.99,Yearly,2021-02-13 13:58:20,0.43,Location C,88,89,3.13,105.02,3,669.46,7276.78,60,413,708.53,39.09,394.14,9.37,Product C,Brand X,2.5,405,52,0.1,Medium,7.32,Blue,Glass,2019-11-18 15:03:58,2022-12-22 05:07:53,269,954,Flash Sale,2021-02-04 09:14:47,2022-07-22 11:28:55,High,In-store,Returning Customers,49805,City C,State X,82302,City D,State Z,12.33,No,Summer,No,7,No,Low,95,Medium,123
1022,48,Other,High,Yes,0,No,Single,0,Bachelor's,Self-Employed,324513,2020-12-07 15:55:24,3262,Toys,5,778.79,0.14,Mobile Payment,Location D,4,Friday,28,5,340.73,Daily,2021-08-03 10:09:54,0.3,Location B,40,31,2.59,127.93,2,894.16,2816.34,69,35,33.2,513.76,185.59,1.31,Product A,Brand Z,4.6,599,18,0.28,Large,2.18,Black,Glass,2018-08-18 11:20:17,2023-05-30 23:27:01,69,827,Flash Sale,2021-01-31 13:27:52,2022-03-23 23:46:37,Medium,In-store,Returning Customers,35580,City C,State Y,52254,City A,State Y,18.09,No,Spring,No,17,No,High,71,Low,236
1023,22,Female,Low,Yes,1,Yes,Married,0,Master's,Unemployed,142427,2021-06-23 11:10:40,7431,Toys,9,175.25,0.29,Credit Card,Location D,9,Monday,27,6,261.03,Weekly,2021-05-29 11:14:16,0.49,Location B,24,97,2.78,478.72,2,133.23,937.97,54,136,457.73,318.71,196.09,6.74,Product B,Brand X,2.4,741,64,0.39,Large,4.5,Red,Metal,2018-05-16 12:22:11,2022-06-02 09:20:20,346,994,20% Off,2021-03-10 10:57:52,2022-05-16 21:23:52,Medium,Social Media,New Customers,22686,City D,State X,12285,City B,State X,83.09,No,Summer,Yes,10,No,Low,14,Medium,191
1024,55,Male,Medium,No,2,Yes,Married,3,Bachelor's,Employed,831187,2020-06-25 14:01:10,1100,Clothing,2,704.56,0.16,Mobile Payment,Location D,23,Tuesday,10,5,165.81,Monthly,2021-06-23 22:16:53,0.37,Location B,1,90,7.26,288.63,0,411.28,1821.3,29,196,472.48,730.32,869.26,5.38,Product A,Brand Z,2.5,393,32,0.46,Large,6.98,Red,Plastic,2019-08-30 17:32:59,2022-09-11 08:44:56,77,725,Flash Sale,2021-12-26 09:49:42,2022-04-20 05:07:52,Low,Social Media,Returning Customers,49816,City B,State Y,89827,City A,State X,89.59,Yes,Spring,Yes,11,No,Medium,57,Medium,308
1025,20,Female,High,Yes,6,No,Single,1,High School,Retired,38951,2021-02-04 16:11:42,228,Toys,6,58.1,0.04,Cash,Location A,10,Monday,49,3,338.18,Yearly,2021-04-12 08:13:29,0.3,Location D,76,75,9.54,117.91,6,10.54,5894.58,99,4,149.64,440.95,180.04,6.35,Product A,Brand Z,2.5,588,28,0.21,Small,0.68,Red,Metal,2018-02-05 13:36:17,2023-07-16 10:31:04,354,874,Buy One Get One Free,2021-01-16 10:52:30,2022-07-01 08:32:44,Medium,Online,New Customers,26904,City C,State Z,45469,City A,State Z,61.99,No,Fall,Yes,0,Yes,Medium,18,Medium,350
1026,70,Female,Medium,No,1,No,Single,2,Master's,Self-Employed,589091,2020-01-21 05:14:42,4633,Groceries,9,38.64,0.47,Credit Card,Location D,13,Sunday,26,10,426.39,Daily,2021-06-09 07:34:25,0.25,Location A,32,35,6.96,194.92,5,872.47,5376.61,17,128,213.21,193.75,260.73,4.03,Product A,Brand X,2.0,439,16,0.12,Medium,4.81,Blue,Glass,2019-06-21 10:43:30,2023-09-27 12:29:32,256,134,20% Off,2021-10-02 04:00:48,2022-01-15 00:11:14,Medium,Online,New Customers,82945,City C,State Y,56558,City C,State Y,47.49,No,Spring,Yes,4,No,High,26,High,31
1027,40,Other,Medium,No,9,No,Single,1,High School,Self-Employed,588695,2020-01-31 22:38:08,1558,Furniture,6,585.73,0.16,Mobile Payment,Location C,15,Wednesday,14,7,273.61,Monthly,2021-02-25 07:49:16,0.3,Location B,28,78,8.96,32.76,6,595.47,2995.12,35,160,554.96,706.28,781.87,1.7,Product B,Brand Y,4.9,26,41,0.1,Small,8.05,White,Wood,2019-05-12 05:22:16,2023-02-08 03:43:01,171,721,Buy One Get One Free,2021-11-06 06:30:47,2022-10-22 04:31:21,High,Social Media,New Customers,98794,City A,State X,11797,City B,State Y,10.75,No,Spring,Yes,4,Yes,High,34,Medium,169
1028,54,Male,High,Yes,1,No,Single,3,High School,Unemployed,967624,2020-09-23 11:34:56,618,Furniture,5,571.78,0.18,Cash,Location A,20,Tuesday,24,10,357.67,Monthly,2021-05-31 16:17:10,0.19,Location D,23,35,4.42,76.74,2,771.98,7050.36,14,193,972.31,999.48,327.74,5.69,Product B,Brand Z,1.4,394,30,0.23,Medium,6.74,White,Plastic,2018-11-05 16:28:02,2022-06-02 17:37:50,204,662,Buy One Get One Free,2021-04-23 00:48:57,2022-05-12 22:02:34,High,In-store,Returning Customers,65990,City A,State X,80488,City B,State Z,5.2,Yes,Fall,No,13,Yes,High,14,High,14
1029,70,Male,High,Yes,1,Yes,Divorced,4,High School,Self-Employed,524456,2021-04-23 15:37:27,4091,Furniture,4,863.52,0.45,Cash,Location D,16,Saturday,31,6,321.51,Weekly,2021-08-23 14:42:27,0.08,Location C,82,10,8.81,111.9,9,739.0,2943.08,13,482,880.29,825.55,56.55,5.85,Product B,Brand X,4.0,758,52,0.33,Medium,1.39,Blue,Plastic,2019-03-19 05:37:40,2022-12-20 10:28:51,312,435,20% Off,2021-01-02 06:41:04,2022-09-22 03:05:59,Medium,In-store,Returning Customers,54131,City B,State Z,44269,City C,State Y,22.13,Yes,Winter,No,10,Yes,Low,73,High,236
1030,54,Other,Medium,No,5,No,Single,1,Master's,Self-Employed,506855,2020-06-09 00:05:06,913,Electronics,3,453.96,0.41,Cash,Location A,4,Tuesday,41,3,424.21,Daily,2021-06-20 15:16:42,0.32,Location C,31,12,7.42,293.34,5,240.35,1851.48,94,425,694.28,546.94,940.76,5.81,Product A,Brand Y,4.7,498,93,0.36,Small,9.41,White,Wood,2019-12-14 08:16:57,2023-09-23 15:32:26,256,502,Buy One Get One Free,2021-01-22 11:37:22,2022-03-31 22:26:29,Low,In-store,New Customers,13712,City C,State X,35987,City B,State X,49.31,Yes,Summer,No,8,No,Medium,85,Low,287
1031,27,Female,Medium,Yes,7,No,Married,3,Master's,Retired,566581,2020-01-05 11:00:09,3868,Furniture,4,129.04,0.22,Cash,Location D,5,Wednesday,8,8,280.89,Weekly,2021-08-03 08:05:11,0.21,Location A,68,62,4.12,473.32,1,683.73,8121.74,41,80,122.02,863.91,676.08,8.0,Product B,Brand Y,2.2,156,83,0.49,Medium,3.74,Red,Metal,2019-11-02 16:57:48,2022-09-18 12:16:10,315,83,Flash Sale,2021-02-13 10:38:00,2022-07-26 07:49:05,Low,Social Media,Returning Customers,67408,City D,State Z,72514,City D,State X,10.09,No,Spring,Yes,8,No,Medium,6,High,355
